fileTrak,MFI,artist,album,song,localPath,duracion
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/05. Peacock.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],05. Peacock,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],231.93333333333334
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/06. Circle The Drain.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],06. Circle The Drain,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],272.9066666666667
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/07. The One That Got Away.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],07. The One That Got Away,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],227.33333333333334
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/08. E.T.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],08. E.T,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],206.37333333333333
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/09. Who Am I Living For.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],09. Who Am I Living For,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],248.53333333333333
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/10. Pearl.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],10. Pearl,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],247.62666666666667
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/11. Hummingbird Heartbeat.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],11. Hummingbird Heartbeat,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],212.28
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/12. Not Like The Movies.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],12. Not Like The Movies,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],241.33333333333334
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/13. California Gurls.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],13. California Gurls,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],251.4
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/14. California Gurls.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],14. California Gurls,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],240.01333333333332
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/15. Teenage Dream.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],15. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],387.97333333333336
/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/16. Peacock.flac,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],16. Peacock,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],332.24
/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/01. The One That Got Away.flac,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],01. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],483.3466666666667
/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/02. The One That Got Away.flac,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],02. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],344.1066666666667
/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/03. The One That Got Away.flac,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],03. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],349.4
/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/04. The One That Got Away.flac,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],04. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],365.4533333333333
/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/05. The One That Got Away.flac,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],05. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],382.93333333333334
/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz]/01. Thinking Of You.flac,mujer,Katy Perry,Thinking Of You [16Bit-44.1kHz],01. Thinking Of You,/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz],246.44
/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz]/02. Thinking Of You.flac,mujer,Katy Perry,Thinking Of You [16Bit-44.1kHz],02. Thinking Of You,/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz],291.0933333333333
/audio/mujer/Katy Perry/This Is How We Do [16Bit-44.1kHz]/01. This Is How We Do.flac,mujer,Katy Perry,This Is How We Do [16Bit-44.1kHz],01. This Is How We Do,/audio/mujer/Katy Perry/This Is How We Do [16Bit-44.1kHz],203.5439455782313
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/01. I Kissed A Girl.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",01. I Kissed A Girl,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",250.58666666666667
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/02. Ur So Gay.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",02. Ur So Gay,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",264.2133333333333
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/03. Hackensack.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",03. Hackensack,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",181.90666666666667
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/04. Thinking Of You.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",04. Thinking Of You,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",278.3333333333333
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/05. Lost.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",05. Lost,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",299.05333333333334
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/06. Waking Up In Vegas.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",06. Waking Up In Vegas,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",211.24
"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/07. Brick By Brick.flac",mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",07. Brick By Brick,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",279.28
/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/01. Ur So Gay.flac,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],01. Ur So Gay,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],219.88
/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/02. Ur So Gay.flac,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],02. Ur So Gay,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],354.76
/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/03. Use Your Love.flac,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],03. Use Your Love,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],183.09333333333333
/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/04. Lost.flac,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],04. Lost,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],260.14666666666665
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/01. Waking Up in Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],01. Waking Up in Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],204.89333333333335
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/02. Waking Up In Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],02. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],224.53333333333333
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/03. Waking Up In Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],03. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],401.8
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/04. Waking Up In Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],04. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],362.24
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/05. Waking Up In Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],05. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],378.38666666666666
/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/06. Waking Up In Vegas.flac,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],06. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],366.94666666666666
/audio/mujer/Katy Perry/When I'm Gone (VIP Mix) [24Bit-44.1kHz]/01. When I'm Gone.flac,mujer,Katy Perry,When I'm Gone (VIP Mix) [24Bit-44.1kHz],01. When I'm Gone,/audio/mujer/Katy Perry/When I'm Gone (VIP Mix) [24Bit-44.1kHz],171.84
/audio/mujer/Katy Perry/When I'm Gone [24Bit-44.1kHz]/01. When I'm Gone.flac,mujer,Katy Perry,When I'm Gone [24Bit-44.1kHz],01. When I'm Gone,/audio/mujer/Katy Perry/When I'm Gone [24Bit-44.1kHz],161.26666666666668
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/01. Witness.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],01. Witness,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],250.51138321995464
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/02. Hey Hey Hey.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],02. Hey Hey Hey,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],214.9553514739229
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/03. Roulette.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],03. Roulette,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],198.6897732426304
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/04. Swish Swish.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],04. Swish Swish,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],242.51004535147393
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/05. Déjà Vu.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],05. Déjà Vu,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],197.84852607709752
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/06. Power.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],06. Power,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],226.4706575963719
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/07. Mind Maze.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],07. Mind Maze,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],248.16668934240363
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/08. Miss You More.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],08. Miss You More,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],234.27795918367346
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/09. Chained To The Rhythm.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],09. Chained To The Rhythm,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],237.73408163265307
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/10. Tsunami.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],10. Tsunami,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],203.12968253968253
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/11. Bon Appétit.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],11. Bon Appétit,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],227.82185941043085
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/12. Bigger Than Me.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],12. Bigger Than Me,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],240.7578911564626
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/13. Save As Draft.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],13. Save As Draft,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],228.64886621315193
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/14. Pendulum.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],14. Pendulum,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],240.1252380952381
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/15. Into Me You See.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],15. Into Me You See,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],264.3962811791383
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/16. Dance With The Devil.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],16. Dance With The Devil,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],229.42043083900228
/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz]/17. Act My Age.flac,mujer,Katy Perry,Witness (Deluxe) [24Bit-44.1kHz],17. Act My Age,/audio/mujer/Katy Perry/Witness (Deluxe) [24Bit-44.1kHz],221.60195011337868
/audio/mujer/Taylor Swift/Essentials/01. Cardigan.flac,mujer,Taylor Swift,Essentials,01. Cardigan,/audio/mujer/Taylor Swift/Essentials,239.5604081632653
/audio/mujer/Taylor Swift/Essentials/01. Fortnight.flac,mujer,Taylor Swift,Essentials,01. Fortnight,/audio/mujer/Taylor Swift/Essentials,228.96
/audio/mujer/Taylor Swift/Essentials/02. Down Bad.flac,mujer,Taylor Swift,Essentials,02. Down Bad,/audio/mujer/Taylor Swift/Essentials,261.2266666666667
/audio/mujer/Taylor Swift/Essentials/02. Love Story (Taylor's Version).flac,mujer,Taylor Swift,Essentials,02. Love Story (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,235.76666666666668
/audio/mujer/Taylor Swift/Essentials/03. The Alchemy.flac,mujer,Taylor Swift,Essentials,03. The Alchemy,/audio/mujer/Taylor Swift/Essentials,196.89333333333335
/audio/mujer/Taylor Swift/Essentials/03. Willow.flac,mujer,Taylor Swift,Essentials,03. Willow,/audio/mujer/Taylor Swift/Essentials,214.70666666666668
/audio/mujer/Taylor Swift/Essentials/04. But Daddy I Love Him.flac,mujer,Taylor Swift,Essentials,04. But Daddy I Love Him,/audio/mujer/Taylor Swift/Essentials,340.428231292517
/audio/mujer/Taylor Swift/Essentials/04. I Knew You Were Trouble (Taylor's Version).flac,mujer,Taylor Swift,Essentials,04. I Knew You Were Trouble (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,219.76222222222222
/audio/mujer/Taylor Swift/Essentials/05. Back To December (Taylor's Version).flac,mujer,Taylor Swift,Essentials,05. Back To December (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,294.18666666666667
/audio/mujer/Taylor Swift/Essentials/05. Florida!!!.flac,mujer,Taylor Swift,Essentials,05. Florida!!!,/audio/mujer/Taylor Swift/Essentials,215.46326530612245
/audio/mujer/Taylor Swift/Essentials/06. Lover.flac,mujer,Taylor Swift,Essentials,06. Lover,/audio/mujer/Taylor Swift/Essentials,221.30666666666667
/audio/mujer/Taylor Swift/Essentials/06. You Belong With Me (Taylor's Version).flac,mujer,Taylor Swift,Essentials,06. You Belong With Me (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,231.1244671201814
/audio/mujer/Taylor Swift/Essentials/07. Cruel Summer.flac,mujer,Taylor Swift,Essentials,07. Cruel Summer,/audio/mujer/Taylor Swift/Essentials,178.42666666666668
/audio/mujer/Taylor Swift/Essentials/07. We Are Never Ever Getting Back Together (Taylor's Version).flac,mujer,Taylor Swift,Essentials,07. We Are Never Ever Getting Back Together (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,193.14666666666668
/audio/mujer/Taylor Swift/Essentials/08. Look What You Made Me Do.flac,mujer,Taylor Swift,Essentials,08. Look What You Made Me Do,/audio/mujer/Taylor Swift/Essentials,211.85925170068026
/audio/mujer/Taylor Swift/Essentials/08. Shake It Off (Taylor's Version).flac,mujer,Taylor Swift,Essentials,08. Shake It Off (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,219.2
/audio/mujer/Taylor Swift/Essentials/09. All Too Well (10 Minute Version) (Taylor's Version).flac,mujer,Taylor Swift,Essentials,09. All Too Well (10 Minute Version) (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,613.0
/audio/mujer/Taylor Swift/Essentials/09. Anti-Hero.flac,mujer,Taylor Swift,Essentials,09. Anti-Hero,/audio/mujer/Taylor Swift/Essentials,200.68
/audio/mujer/Taylor Swift/Essentials/10. 22 (Taylor's Version).flac,mujer,Taylor Swift,Essentials,10. 22 (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,230.9541723356009
/audio/mujer/Taylor Swift/Essentials/10. Tim McGraw.flac,mujer,Taylor Swift,Essentials,10. Tim McGraw,/audio/mujer/Taylor Swift/Essentials,234.54666666666665
/audio/mujer/Taylor Swift/Essentials/11. Blank Space (Taylor's Version).flac,mujer,Taylor Swift,Essentials,11. Blank Space (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,231.82666666666665
/audio/mujer/Taylor Swift/Essentials/11. You Need To Calm Down.flac,mujer,Taylor Swift,Essentials,11. You Need To Calm Down,/audio/mujer/Taylor Swift/Essentials,171.36
/audio/mujer/Taylor Swift/Essentials/12. Bad Blood (Taylor's Version).flac,mujer,Taylor Swift,Essentials,12. Bad Blood (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,211.10666666666665
/audio/mujer/Taylor Swift/Essentials/12. Red (Taylor's Version).flac,mujer,Taylor Swift,Essentials,12. Red (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,223.09333333333333
/audio/mujer/Taylor Swift/Essentials/13. Fearless (Taylor's Version).flac,mujer,Taylor Swift,Essentials,13. Fearless (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,241.59179138321994
/audio/mujer/Taylor Swift/Essentials/13. Me!.flac,mujer,Taylor Swift,Essentials,13. Me!,/audio/mujer/Taylor Swift/Essentials,193.0
/audio/mujer/Taylor Swift/Essentials/14. Champagne Problems.flac,mujer,Taylor Swift,Essentials,14. Champagne Problems,/audio/mujer/Taylor Swift/Essentials,244.0
/audio/mujer/Taylor Swift/Essentials/14. Is It Over Now (Taylor's Version).flac,mujer,Taylor Swift,Essentials,14. Is It Over Now (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,229.52
/audio/mujer/Taylor Swift/Essentials/15. Lavender Haze.flac,mujer,Taylor Swift,Essentials,15. Lavender Haze,/audio/mujer/Taylor Swift/Essentials,202.38666666666666
/audio/mujer/Taylor Swift/Essentials/15. Wildest Dreams (Taylor's Version).flac,mujer,Taylor Swift,Essentials,15. Wildest Dreams (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,220.42666666666668
/audio/mujer/Taylor Swift/Lover/01. I Forgot That You Existed.flac,mujer,Taylor Swift,Lover,01. I Forgot That You Existed,/audio/mujer/Taylor Swift/Lover,170.65124716553288
/audio/mujer/Taylor Swift/Lover/02. Cruel Summer.flac,mujer,Taylor Swift,Lover,02. Cruel Summer,/audio/mujer/Taylor Swift/Lover,178.4256462585034
/audio/mujer/Taylor Swift/Lover/03. Lover.flac,mujer,Taylor Swift,Lover,03. Lover,/audio/mujer/Taylor Swift/Lover,221.29984126984127
/audio/mujer/Taylor Swift/Lover/04. The Man.flac,mujer,Taylor Swift,Lover,04. The Man,/audio/mujer/Taylor Swift/Lover,190.3628344671202
/audio/mujer/Taylor Swift/Lover/05. The Archer.flac,mujer,Taylor Swift,Lover,05. The Archer,/audio/mujer/Taylor Swift/Lover,211.23544217687075
/audio/mujer/Taylor Swift/Lover/06. I Think He Knows.flac,mujer,Taylor Swift,Lover,06. I Think He Knows,/audio/mujer/Taylor Swift/Lover,173.3956009070295
/audio/mujer/Taylor Swift/Lover/07. Miss Americana & The Heartbreak Prince.flac,mujer,Taylor Swift,Lover,07. Miss Americana & The Heartbreak Prince,/audio/mujer/Taylor Swift/Lover,234.13743764172335
/audio/mujer/Taylor Swift/Lover/08. Paper Rings.flac,mujer,Taylor Swift,Lover,08. Paper Rings,/audio/mujer/Taylor Swift/Lover,222.40705215419501
/audio/mujer/Taylor Swift/Lover/09. Cornelia Street.flac,mujer,Taylor Swift,Lover,09. Cornelia Street,/audio/mujer/Taylor Swift/Lover,287.2674829931973
/audio/mujer/Taylor Swift/Lover/10. Death By A Thousand Cuts.flac,mujer,Taylor Swift,Lover,10. Death By A Thousand Cuts,/audio/mujer/Taylor Swift/Lover,198.52968253968254
/audio/mujer/Taylor Swift/Lover/11. London Boy.flac,mujer,Taylor Swift,Lover,11. London Boy,/audio/mujer/Taylor Swift/Lover,190.23913832199545
/audio/mujer/Taylor Swift/Lover/12. Soon You’ll Get Better.flac,mujer,Taylor Swift,Lover,12. Soon You’ll Get Better,/audio/mujer/Taylor Swift/Lover,201.58990929705215
/audio/mujer/Taylor Swift/Lover/13. False God.flac,mujer,Taylor Swift,Lover,13. False God,/audio/mujer/Taylor Swift/Lover,200.31038548752835
/audio/mujer/Taylor Swift/Lover/14. You Need To Calm Down.flac,mujer,Taylor Swift,Lover,14. You Need To Calm Down,/audio/mujer/Taylor Swift/Lover,171.35151927437641
/audio/mujer/Taylor Swift/Lover/15. Afterglow.flac,mujer,Taylor Swift,Lover,15. Afterglow,/audio/mujer/Taylor Swift/Lover,223.2950566893424
/audio/mujer/Taylor Swift/Lover/16. ME! (feat. Brendon Urie of Panic! At The Disco).flac,mujer,Taylor Swift,Lover,16. ME! (feat. Brendon Urie of Panic! At The Disco),/audio/mujer/Taylor Swift/Lover,193.0
/audio/mujer/Taylor Swift/Lover/17. It’s Nice To Have A Friend.flac,mujer,Taylor Swift,Lover,17. It’s Nice To Have A Friend,/audio/mujer/Taylor Swift/Lover,150.43505668934242
/audio/mujer/Taylor Swift/Lover/18. Daylight.flac,mujer,Taylor Swift,Lover,18. Daylight,/audio/mujer/Taylor Swift/Lover,293.435283446712
/audio/mujer/Taylor Swift/Masters/01. I Can See You (Taylor’s Version) (From The Vault).flac,mujer,Taylor Swift,Masters,01. I Can See You (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,273.1863718820862
/audio/mujer/Taylor Swift/Masters/02. Fearless (Taylor’s Version).flac,mujer,Taylor Swift,Masters,02. Fearless (Taylor’s Version),/audio/mujer/Taylor Swift/Masters,241.59179166666667
/audio/mujer/Taylor Swift/Masters/03. Shake It Off (Taylor's Version).flac,mujer,Taylor Swift,Masters,03. Shake It Off (Taylor's Version),/audio/mujer/Taylor Swift/Masters,219.209125
/audio/mujer/Taylor Swift/Masters/04. Welcome To New York (Taylor's Version).flac,mujer,Taylor Swift,Masters,04. Welcome To New York (Taylor's Version),/audio/mujer/Taylor Swift/Masters,212.6
/audio/mujer/Taylor Swift/Masters/05. _Slut!_ (Taylor's Version) (From The Vault).flac,mujer,Taylor Swift,Masters,05. _Slut!_ (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,180.38125
/audio/mujer/Taylor Swift/Masters/06. Blank Space (Taylor's Version).flac,mujer,Taylor Swift,Masters,06. Blank Space (Taylor's Version),/audio/mujer/Taylor Swift/Masters,231.83333333333334
/audio/mujer/Taylor Swift/Masters/07. Now That We Don't Talk (Taylor's Version) (From The Vault).flac,mujer,Taylor Swift,Masters,07. Now That We Don't Talk (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,146.43685416666668
/audio/mujer/Taylor Swift/Masters/08. Say Don't Go (Taylor's Version) (From The Vault).flac,mujer,Taylor Swift,Masters,08. Say Don't Go (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,279.8333333333333
/audio/mujer/Taylor Swift/Masters/09. Style (Taylor's Version).flac,mujer,Taylor Swift,Masters,09. Style (Taylor's Version),/audio/mujer/Taylor Swift/Masters,231.0
/audio/mujer/Taylor Swift/Masters/10. Is It Over Now_ (Taylor's Version) (From The Vault).flac,mujer,Taylor Swift,Masters,10. Is It Over Now_ (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,229.4775625
/audio/mujer/Taylor Swift/Masters/11. Bad Blood (Taylor's Version).flac,mujer,Taylor Swift,Masters,11. Bad Blood (Taylor's Version),/audio/mujer/Taylor Swift/Masters,199.77341666666666
/audio/mujer/Taylor Swift/Masters/12. Suburban Legends (Taylor's Version) (From The Vault).flac,mujer,Taylor Swift,Masters,12. Suburban Legends (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,171.81891666666667
