artist,MFI,album,song,original_path,original_file,16k_path,16k_file,sample_full
Taylor Swift,mujer,Red,24. Babe (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/24. Babe (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\24. Babe (Taylor's Version) (From The Vault)14.flac,sample
Taylor Swift,mujer,Red,27. Forever Winter (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/27. Forever Winter (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\27. Forever Winter (Taylor's Version) (From The Vault)21.flac,sample
Taylor Swift,mujer,Masters,04. Welcome To New York (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/04. Welcome To New York (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\04. Welcome To New York (Taylor's Version)7.flac,sample
Taylor Swift,mujer,Midnights,"05. You're On Your Own, Kid",/audio/mujer/Taylor Swift/Midnights,"/audio/mujer/Taylor Swift/Midnights/05. You're On Your Own, Kid.flac",..\data\masterDS,"..\data\masterDS\05. You're On Your Own, Kid1.flac",sample
Taylor Swift,mujer,Masters,21. Mine (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/21. Mine (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\21. Mine (Taylor's Version)1.flac,sample
Taylor Swift,mujer,Masters,27. Foolish One (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/27. Foolish One (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\27. Foolish One (Taylor’s Version) (From The Vault)27.flac,sample
Taylor Swift,mujer,Essentials,10. 22 (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/10. 22 (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\10. 22 (Taylor's Version)21.flac,sample
Taylor Swift,mujer,Masters,04. Welcome To New York (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/04. Welcome To New York (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\04. Welcome To New York (Taylor's Version)16.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,07. Fresh Out The Slammer,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/07. Fresh Out The Slammer.flac,..\data\masterDS,..\data\masterDS\07. Fresh Out The Slammer8.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,19. The Albatross,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/19. The Albatross.flac,..\data\masterDS,..\data\masterDS\19. The Albatross9.flac,sample
Taylor Swift,mujer,Essentials,12. Bad Blood (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/12. Bad Blood (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\12. Bad Blood (Taylor's Version)16.flac,sample
Taylor Swift,mujer,Essentials,13. Fearless (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/13. Fearless (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\13. Fearless (Taylor's Version)23.flac,sample
Taylor Swift,mujer,Reputation,03. I Did Something Bad,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/03. I Did Something Bad.flac,..\data\masterDS,..\data\masterDS\03. I Did Something Bad3.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,03. My Boy Only Breaks His Favorite Toys,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/03. My Boy Only Breaks His Favorite Toys.flac,..\data\masterDS,..\data\masterDS\03. My Boy Only Breaks His Favorite Toys2.flac,sample
Taylor Swift,mujer,Essentials,06. Lover,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/06. Lover.flac,..\data\masterDS,..\data\masterDS\06. Lover21.flac,sample
Taylor Swift,mujer,Essentials,02. Down Bad,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/02. Down Bad.flac,..\data\masterDS,..\data\masterDS\02. Down Bad22.flac,sample
Taylor Swift,mujer,Lover,10. Death By A Thousand Cuts,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/10. Death By A Thousand Cuts.flac,..\data\masterDS,..\data\masterDS\10. Death By A Thousand Cuts6.flac,sample
Taylor Swift,mujer,Lover,07. Miss Americana & The Heartbreak Prince,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/07. Miss Americana & The Heartbreak Prince.flac,..\data\masterDS,..\data\masterDS\07. Miss Americana & The Heartbreak Prince14.flac,sample
Taylor Swift,mujer,Essentials,08. Shake It Off (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/08. Shake It Off (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\08. Shake It Off (Taylor's Version)1.flac,sample
Taylor Swift,mujer,Essentials,03. Willow,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/03. Willow.flac,..\data\masterDS,..\data\masterDS\03. Willow18.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,24. thanK you aIMee,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/24. thanK you aIMee.flac,..\data\masterDS,..\data\masterDS\24. thanK you aIMee21.flac,sample
Taylor Swift,mujer,Masters,20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault)12.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,28. Peter,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/28. Peter.flac,..\data\masterDS,..\data\masterDS\28. Peter1.flac,sample
Taylor Swift,mujer,Masters,11. Bad Blood (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/11. Bad Blood (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\11. Bad Blood (Taylor's Version)5.flac,sample
Taylor Swift,mujer,Red,27. Forever Winter (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/27. Forever Winter (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\27. Forever Winter (Taylor's Version) (From The Vault)22.flac,sample
Taylor Swift,mujer,Red,09. Stay Stay Stay (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/09. Stay Stay Stay (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\09. Stay Stay Stay (Taylor's Version)6.flac,sample
Taylor Swift,mujer,The Cruelest Summer,03. Cruel Summer,/audio/mujer/Taylor Swift/The Cruelest Summer,/audio/mujer/Taylor Swift/The Cruelest Summer/03. Cruel Summer.flac,..\data\masterDS,..\data\masterDS\03. Cruel Summer6.flac,sample
Taylor Swift,mujer,The Cruelest Summer,01. Cruel Summer (Live from TS _ The Eras Tour),/audio/mujer/Taylor Swift/The Cruelest Summer,/audio/mujer/Taylor Swift/The Cruelest Summer/01. Cruel Summer (Live from TS _ The Eras Tour).flac,..\data\masterDS,..\data\masterDS\01. Cruel Summer (Live from TS _ The Eras Tour)22.flac,sample
Taylor Swift,mujer,Red,15. Starlight (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/15. Starlight (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\15. Starlight (Taylor's Version)17.flac,sample
Taylor Swift,mujer,Lover,06. I Think He Knows,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/06. I Think He Knows.flac,..\data\masterDS,..\data\masterDS\06. I Think He Knows4.flac,sample
Taylor Swift,mujer,Lover,13. False God,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/13. False God.flac,..\data\masterDS,..\data\masterDS\13. False God15.flac,sample
Taylor Swift,mujer,Essentials,14. Champagne Problems,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/14. Champagne Problems.flac,..\data\masterDS,..\data\masterDS\14. Champagne Problems4.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,29. The Bolter,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/29. The Bolter.flac,..\data\masterDS,..\data\masterDS\29. The Bolter12.flac,sample
Taylor Swift,mujer,The Cruelest Summer,01. Cruel Summer (Live from TS _ The Eras Tour),/audio/mujer/Taylor Swift/The Cruelest Summer,/audio/mujer/Taylor Swift/The Cruelest Summer/01. Cruel Summer (Live from TS _ The Eras Tour).flac,..\data\masterDS,..\data\masterDS\01. Cruel Summer (Live from TS _ The Eras Tour)8.flac,sample
Taylor Swift,mujer,Essentials,09. All Too Well (10 Minute Version) (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/09. All Too Well (10 Minute Version) (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\09. All Too Well (10 Minute Version) (Taylor's Version)26.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,31. The Manuscript,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/31. The Manuscript.flac,..\data\masterDS,..\data\masterDS\31. The Manuscript11.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,27. Cassandra,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/27. Cassandra.flac,..\data\masterDS,..\data\masterDS\27. Cassandra16.flac,sample
Taylor Swift,mujer,Reputation,04. Don’t Blame Me,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/04. Don’t Blame Me.flac,..\data\masterDS,..\data\masterDS\04. Don’t Blame Me12.flac,sample
Taylor Swift,mujer,Midnights,07. Question,/audio/mujer/Taylor Swift/Midnights,/audio/mujer/Taylor Swift/Midnights/07. Question.flac,..\data\masterDS,..\data\masterDS\07. Question8.flac,sample
Taylor Swift,mujer,Reputation,09. Getaway Car,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/09. Getaway Car.flac,..\data\masterDS,..\data\masterDS\09. Getaway Car11.flac,sample
Taylor Swift,mujer,Red,19. Girl At Home (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/19. Girl At Home (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\19. Girl At Home (Taylor's Version)14.flac,sample
Taylor Swift,mujer,Essentials,09. All Too Well (10 Minute Version) (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/09. All Too Well (10 Minute Version) (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\09. All Too Well (10 Minute Version) (Taylor's Version)47.flac,sample
Taylor Swift,mujer,Essentials,07. We Are Never Ever Getting Back Together (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/07. We Are Never Ever Getting Back Together (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\07. We Are Never Ever Getting Back Together (Taylor's Version)9.flac,sample
Taylor Swift,mujer,Essentials,11. You Need To Calm Down,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/11. You Need To Calm Down.flac,..\data\masterDS,..\data\masterDS\11. You Need To Calm Down11.flac,sample
Taylor Swift,mujer,Lover,09. Cornelia Street,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/09. Cornelia Street.flac,..\data\masterDS,..\data\masterDS\09. Cornelia Street1.flac,sample
Taylor Swift,mujer,Red,17. The Moment I Knew (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/17. The Moment I Knew (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\17. The Moment I Knew (Taylor's Version)21.flac,sample
Taylor Swift,mujer,Reputation,02. End Game (feat. Ed Sheeran & Future),/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/02. End Game (feat. Ed Sheeran & Future).flac,..\data\masterDS,..\data\masterDS\02. End Game (feat. Ed Sheeran & Future)19.flac,sample
Taylor Swift,mujer,Reputation,15. New Year’s Day,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/15. New Year’s Day.flac,..\data\masterDS,..\data\masterDS\15. New Year’s Day9.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,01Fortnight,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/01Fortnight.flac,..\data\masterDS,..\data\masterDS\01Fortnight5.flac,sample
Taylor Swift,mujer,Essentials,15. Wildest Dreams (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/15. Wildest Dreams (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\15. Wildest Dreams (Taylor's Version)15.flac,sample
Taylor Swift,mujer,Essentials,11. You Need To Calm Down,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/11. You Need To Calm Down.flac,..\data\masterDS,..\data\masterDS\11. You Need To Calm Down14.flac,sample
Taylor Swift,mujer,Essentials,14. Champagne Problems,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/14. Champagne Problems.flac,..\data\masterDS,..\data\masterDS\14. Champagne Problems12.flac,sample
Taylor Swift,mujer,Masters,20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\20. Mr. Perfectly Fine (Taylor’s Version) (From The Vault)8.flac,sample
Taylor Swift,mujer,Reputation,14. Call It What You Want,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/14. Call It What You Want.flac,..\data\masterDS,..\data\masterDS\14. Call It What You Want2.flac,sample
Taylor Swift,mujer,Reputation,01. ...Ready For It,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/01. ...Ready For It.flac,..\data\masterDS,..\data\masterDS\01. ...Ready For It19.flac,sample
Taylor Swift,mujer,Essentials,09. All Too Well (10 Minute Version) (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/09. All Too Well (10 Minute Version) (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\09. All Too Well (10 Minute Version) (Taylor's Version)56.flac,sample
Taylor Swift,mujer,Masters,28. Timeless (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/28. Timeless (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\28. Timeless (Taylor’s Version) (From The Vault)30.flac,sample
Taylor Swift,mujer,Masters,17. That’s When (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/17. That’s When (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\17. That’s When (Taylor’s Version) (From The Vault)6.flac,sample
Taylor Swift,mujer,Red,26. I Bet You Think About Me (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/26. I Bet You Think About Me (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\26. I Bet You Think About Me (Taylor's Version) (From The Vault)9.flac,sample
Taylor Swift,mujer,Red,02. Red (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/02. Red (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\02. Red (Taylor's Version)5.flac,sample
Taylor Swift,mujer,Lover,05. The Archer,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/05. The Archer.flac,..\data\masterDS,..\data\masterDS\05. The Archer16.flac,sample
Taylor Swift,mujer,Masters,08. Say Don't Go (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/08. Say Don't Go (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\08. Say Don't Go (Taylor's Version) (From The Vault)26.flac,sample
Taylor Swift,mujer,Midnights,08. Vigilante Shit,/audio/mujer/Taylor Swift/Midnights,/audio/mujer/Taylor Swift/Midnights/08. Vigilante Shit.flac,..\data\masterDS,..\data\masterDS\08. Vigilante Shit11.flac,sample
Taylor Swift,mujer,Essentials,10. Tim McGraw,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/10. Tim McGraw.flac,..\data\masterDS,..\data\masterDS\10. Tim McGraw17.flac,sample
Taylor Swift,mujer,Masters,26. When Emma Falls in Love (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/26. When Emma Falls in Love (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\26. When Emma Falls in Love (Taylor’s Version) (From The Vault)6.flac,sample
Taylor Swift,mujer,Masters,03. Shake It Off (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/03. Shake It Off (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\03. Shake It Off (Taylor's Version)4.flac,sample
Taylor Swift,mujer,Red,08. We Are Never Ever Getting Back Together (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/08. We Are Never Ever Getting Back Together (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\08. We Are Never Ever Getting Back Together (Taylor's Version)1.flac,sample
Taylor Swift,mujer,Essentials,03. Willow,/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/03. Willow.flac,..\data\masterDS,..\data\masterDS\03. Willow2.flac,sample
Taylor Swift,mujer,Masters,15. White Horse (Taylor’s Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/15. White Horse (Taylor’s Version).flac,..\data\masterDS,..\data\masterDS\15. White Horse (Taylor’s Version)2.flac,sample
Taylor Swift,mujer,Red,19. Girl At Home (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/19. Girl At Home (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\19. Girl At Home (Taylor's Version)5.flac,sample
Taylor Swift,mujer,Lover,14. You Need To Calm Down,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/14. You Need To Calm Down.flac,..\data\masterDS,..\data\masterDS\14. You Need To Calm Down5.flac,sample
Taylor Swift,mujer,Lover,03. Lover,/audio/mujer/Taylor Swift/Lover,/audio/mujer/Taylor Swift/Lover/03. Lover.flac,..\data\masterDS,..\data\masterDS\03. Lover10.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,10. Who’s Afraid of Little Old Me_,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/10. Who’s Afraid of Little Old Me_.flac,..\data\masterDS,..\data\masterDS\10. Who’s Afraid of Little Old Me_5.flac,sample
Taylor Swift,mujer,Masters,21. Mine (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/21. Mine (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\21. Mine (Taylor's Version)22.flac,sample
Taylor Swift,mujer,Red,24. Babe (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/24. Babe (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\24. Babe (Taylor's Version) (From The Vault)12.flac,sample
Taylor Swift,mujer,Masters,17. That’s When (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/17. That’s When (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\17. That’s When (Taylor’s Version) (From The Vault)16.flac,sample
Taylor Swift,mujer,Red,07. I Almost Do (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/07. I Almost Do (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\07. I Almost Do (Taylor's Version)20.flac,sample
Taylor Swift,mujer,Masters,19. You All Over Me (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/19. You All Over Me (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\19. You All Over Me (Taylor’s Version) (From The Vault)12.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,31. The Manuscript,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/31. The Manuscript.flac,..\data\masterDS,..\data\masterDS\31. The Manuscript15.flac,sample
Taylor Swift,mujer,Masters,25. Electric Touch (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/25. Electric Touch (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\25. Electric Touch (Taylor’s Version) (From The Vault)5.flac,sample
Taylor Swift,mujer,Red,18. Come Back...Be Here (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/18. Come Back...Be Here (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\18. Come Back...Be Here (Taylor's Version)18.flac,sample
Taylor Swift,mujer,Essentials,11. Blank Space (Taylor's Version),/audio/mujer/Taylor Swift/Essentials,/audio/mujer/Taylor Swift/Essentials/11. Blank Space (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\11. Blank Space (Taylor's Version)5.flac,sample
Taylor Swift,mujer,Midnights,09. Bejeweled,/audio/mujer/Taylor Swift/Midnights,/audio/mujer/Taylor Swift/Midnights/09. Bejeweled.flac,..\data\masterDS,..\data\masterDS\09. Bejeweled10.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,11. I Can Fix Him (No Really I Can),/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/11. I Can Fix Him (No Really I Can).flac,..\data\masterDS,..\data\masterDS\11. I Can Fix Him (No Really I Can)13.flac,sample
Taylor Swift,mujer,Masters,25. Electric Touch (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/25. Electric Touch (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\25. Electric Touch (Taylor’s Version) (From The Vault)24.flac,sample
Taylor Swift,mujer,Masters,26. When Emma Falls in Love (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/26. When Emma Falls in Love (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\26. When Emma Falls in Love (Taylor’s Version) (From The Vault)13.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,10. Who’s Afraid of Little Old Me_,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/10. Who’s Afraid of Little Old Me_.flac,..\data\masterDS,..\data\masterDS\10. Who’s Afraid of Little Old Me_21.flac,sample
Taylor Swift,mujer,Reputation,10. King of My Heart,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/10. King of My Heart.flac,..\data\masterDS,..\data\masterDS\10. King of My Heart9.flac,sample
Taylor Swift,mujer,Red,14. Everything Has Changed (Taylor's Version),/audio/mujer/Taylor Swift/Red,/audio/mujer/Taylor Swift/Red/14. Everything Has Changed (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\14. Everything Has Changed (Taylor's Version)20.flac,sample
Taylor Swift,mujer,Masters,19. You All Over Me (Taylor’s Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/19. You All Over Me (Taylor’s Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\19. You All Over Me (Taylor’s Version) (From The Vault)15.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,26. The Prophecy,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/26. The Prophecy.flac,..\data\masterDS,..\data\masterDS\26. The Prophecy19.flac,sample
Taylor Swift,mujer,Masters,08. Say Don't Go (Taylor's Version) (From The Vault),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/08. Say Don't Go (Taylor's Version) (From The Vault).flac,..\data\masterDS,..\data\masterDS\08. Say Don't Go (Taylor's Version) (From The Vault)8.flac,sample
Taylor Swift,mujer,Masters,06. Blank Space (Taylor's Version),/audio/mujer/Taylor Swift/Masters,/audio/mujer/Taylor Swift/Masters/06. Blank Space (Taylor's Version).flac,..\data\masterDS,..\data\masterDS\06. Blank Space (Taylor's Version)10.flac,sample
Taylor Swift,mujer,Reputation,15. New Year’s Day,/audio/mujer/Taylor Swift/Reputation,/audio/mujer/Taylor Swift/Reputation/15. New Year’s Day.flac,..\data\masterDS,..\data\masterDS\15. New Year’s Day22.flac,sample
Taylor Swift,mujer,THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,29. The Bolter,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY,/audio/mujer/Taylor Swift/THE TORTURED POETS DEPARTMENT THE ANTHOLOGY/29. The Bolter.flac,..\data\masterDS,..\data\masterDS\29. The Bolter19.flac,sample
