,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
27964,hombre,Pink Floyd,Pink Floyd - Pulse,01 - Speak To Me,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/01 - Speak To Me.flac,..\data\masterDS,..\data\masterDS\01 - Speak To Me0.flac,full
27980,hombre,Pink Floyd,Pink Floyd - Pulse,02 - Breathe,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/02 - Breathe.flac,..\data\masterDS,..\data\masterDS\02 - Breathe0.flac,full
27996,hombre,Pink Floyd,Pink Floyd - Pulse,03 - On The Run,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/03 - On The Run.flac,..\data\masterDS,..\data\masterDS\03 - On The Run0.flac,full
28019,hombre,Pink Floyd,Pink Floyd - Pulse,04 - Time,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/04 - Time.flac,..\data\masterDS,..\data\masterDS\04 - Time0.flac,full
28060,hombre,Pink Floyd,Pink Floyd - Pulse,05 - The Great Gig In The Sky,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/05 - The Great Gig In The Sky.flac,..\data\masterDS,..\data\masterDS\05 - The Great Gig In The Sky0.flac,full
28096,hombre,Pink Floyd,Pink Floyd - Pulse,06 - Money,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/06 - Money.flac,..\data\masterDS,..\data\masterDS\06 - Money0.flac,full
28150,hombre,Pink Floyd,Pink Floyd - Pulse,07 - Us And Them,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/07 - Us And Them.flac,..\data\masterDS,..\data\masterDS\07 - Us And Them0.flac,full
28192,hombre,Pink Floyd,Pink Floyd - Pulse,08 - Any Colour You Like,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/08 - Any Colour You Like.flac,..\data\masterDS,..\data\masterDS\08 - Any Colour You Like0.flac,full
28213,hombre,Pink Floyd,Pink Floyd - Pulse,09 - Brain Damage,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/09 - Brain Damage.flac,..\data\masterDS,..\data\masterDS\09 - Brain Damage0.flac,full
28236,hombre,Pink Floyd,Pink Floyd - Pulse,10 - Eclipse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/10 - Eclipse.flac,..\data\masterDS,..\data\masterDS\10 - Eclipse0.flac,full
28252,hombre,Pink Floyd,Pink Floyd - Pulse,11 - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/11 - Wish You Were Here.flac,..\data\masterDS,..\data\masterDS\11 - Wish You Were Here0.flac,full
28292,hombre,Pink Floyd,Pink Floyd - Pulse,12 - Comfortably Numb,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/12 - Comfortably Numb.flac,..\data\masterDS,..\data\masterDS\12 - Comfortably Numb0.flac,full
28349,hombre,Pink Floyd,Pink Floyd - Pulse,13 - Run Like Hell,/audio/hombre/Pink Floyd/Pink Floyd - Pulse,/audio/hombre/Pink Floyd/Pink Floyd - Pulse/13 - Run Like Hell.flac,..\data\masterDS,..\data\masterDS\13 - Run Like Hell0.flac,full
28401,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],01 - Shine On You Crazy Diamond,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/01 - Shine On You Crazy Diamond.flac,..\data\masterDS,..\data\masterDS\01 - Shine On You Crazy Diamond0.flac,full
28483,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],02 - Astronomy Domine,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/02 - Astronomy Domine.flac,..\data\masterDS,..\data\masterDS\02 - Astronomy Domine0.flac,full
28510,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],03 - What Do You Want From Me,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/03 - What Do You Want From Me.flac,..\data\masterDS,..\data\masterDS\03 - What Do You Want From Me0.flac,full
28535,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],04 - Learning To Fly,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/04 - Learning To Fly.flac,..\data\masterDS,..\data\masterDS\04 - Learning To Fly0.flac,full
28567,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],05 - Keep Talking,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/05 - Keep Talking.flac,..\data\masterDS,..\data\masterDS\05 - Keep Talking0.flac,full
28609,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],06 - Coming Back To Life,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/06 - Coming Back To Life.flac,..\data\masterDS,..\data\masterDS\06 - Coming Back To Life0.flac,full
28651,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],07 - Hey You,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/07 - Hey You.flac,..\data\masterDS,..\data\masterDS\07 - Hey You0.flac,full
28679,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],08 - A Great Day For Freedom,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/08 - A Great Day For Freedom.flac,..\data\masterDS,..\data\masterDS\08 - A Great Day For Freedom0.flac,full
28707,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],09 - Sorrow,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/09 - Sorrow.flac,..\data\masterDS,..\data\masterDS\09 - Sorrow0.flac,full
28772,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],10 - High Hopes,/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/10 - High Hopes.flac,..\data\masterDS,..\data\masterDS\10 - High Hopes0.flac,full
28820,hombre,Pink Floyd,Pink Floyd - Pulse [Disc 1],11 - Another Brick In The Wall [Part Two],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1],/audio/hombre/Pink Floyd/Pink Floyd - Pulse [Disc 1]/11 - Another Brick In The Wall [Part Two].flac,..\data\masterDS,..\data\masterDS\11 - Another Brick In The Wall [Part Two]0.flac,full
28863,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,01 - Cirrus Minor,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/01 - Cirrus Minor.flac,..\data\masterDS,..\data\masterDS\01 - Cirrus Minor0.flac,full
28895,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,02 - The Nile Song,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/02 - The Nile Song.flac,..\data\masterDS,..\data\masterDS\02 - The Nile Song0.flac,full
28916,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,03 - Crying Song,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/03 - Crying Song.flac,..\data\masterDS,..\data\masterDS\03 - Crying Song0.flac,full
28938,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,04 - Up The Khyber,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/04 - Up The Khyber.flac,..\data\masterDS,..\data\masterDS\04 - Up The Khyber0.flac,full
28952,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,05 - Green Is The Colour,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/05 - Green Is The Colour.flac,..\data\masterDS,..\data\masterDS\05 - Green Is The Colour0.flac,full
28970,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,06 - Cymbaline,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/06 - Cymbaline.flac,..\data\masterDS,..\data\masterDS\06 - Cymbaline0.flac,full
29000,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,07 - Party Sequence,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/07 - Party Sequence.flac,..\data\masterDS,..\data\masterDS\07 - Party Sequence0.flac,full
29007,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,08 - Main Theme,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/08 - Main Theme.flac,..\data\masterDS,..\data\masterDS\08 - Main Theme0.flac,full
29040,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,09 - Ibiza Bar,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/09 - Ibiza Bar.flac,..\data\masterDS,..\data\masterDS\09 - Ibiza Bar0.flac,full
29060,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,10 - More Blues,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/10 - More Blues.flac,..\data\masterDS,..\data\masterDS\10 - More Blues0.flac,full
29074,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,11 - Quicksilver,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/11 - Quicksilver.flac,..\data\masterDS,..\data\masterDS\11 - Quicksilver0.flac,full
29118,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,12 - A Spanish Piece,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/12 - A Spanish Piece.flac,..\data\masterDS,..\data\masterDS\12 - A Spanish Piece0.flac,full
29125,hombre,Pink Floyd,Pink Floyd - Soundtrack From The Film  More,13 - Dramatic Theme,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More,/audio/hombre/Pink Floyd/Pink Floyd - Soundtrack From The Film  More/13 - Dramatic Theme.flac,..\data\masterDS,..\data\masterDS\13 - Dramatic Theme0.flac,full
29139,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,01 - Speak to Me,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/01 - Speak to Me.flac,..\data\masterDS,..\data\masterDS\01 - Speak to Me0.flac,full
29146,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,02 - Breathe in the Air,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/02 - Breathe in the Air.flac,..\data\masterDS,..\data\masterDS\02 - Breathe in the Air0.flac,full
29163,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,03 - On the Run,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/03 - On the Run.flac,..\data\masterDS,..\data\masterDS\03 - On the Run0.flac,full
29187,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,04 - Time,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/04 - Time.flac,..\data\masterDS,..\data\masterDS\04 - Time0.flac,full
29228,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,05 - The Great Gig in the Sky,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/05 - The Great Gig in the Sky.flac,..\data\masterDS,..\data\masterDS\05 - The Great Gig in the Sky0.flac,full
29257,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,06 - Money,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/06 - Money.flac,..\data\masterDS,..\data\masterDS\06 - Money0.flac,full
29296,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,07 - Us and Them,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/07 - Us and Them.flac,..\data\masterDS,..\data\masterDS\07 - Us and Them0.flac,full
29343,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,08 - Any Colour You Like,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/08 - Any Colour You Like.flac,..\data\masterDS,..\data\masterDS\08 - Any Colour You Like0.flac,full
29364,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,09 - Brain Damage,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/09 - Brain Damage.flac,..\data\masterDS,..\data\masterDS\09 - Brain Damage0.flac,full
29387,hombre,Pink Floyd,Pink Floyd - The Dark Side Of The Moon,10 - Eclipse,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon,/audio/hombre/Pink Floyd/Pink Floyd - The Dark Side Of The Moon/10 - Eclipse.flac,..\data\masterDS,..\data\masterDS\10 - Eclipse0.flac,full
29401,hombre,Pink Floyd,Pink Floyd - The Final Cut,01 - The Post War Dream,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/01 - The Post War Dream.flac,..\data\masterDS,..\data\masterDS\01 - The Post War Dream0.flac,full
29420,hombre,Pink Floyd,Pink Floyd - The Final Cut,02 - Your Possible Pasts,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/02 - Your Possible Pasts.flac,..\data\masterDS,..\data\masterDS\02 - Your Possible Pasts0.flac,full
29447,hombre,Pink Floyd,Pink Floyd - The Final Cut,03 - One of the Few,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/03 - One of the Few.flac,..\data\masterDS,..\data\masterDS\03 - One of the Few0.flac,full
29455,hombre,Pink Floyd,Pink Floyd - The Final Cut,04 - When the Tigers Broke Free,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/04 - When the Tigers Broke Free.flac,..\data\masterDS,..\data\masterDS\04 - When the Tigers Broke Free0.flac,full
29475,hombre,Pink Floyd,Pink Floyd - The Final Cut,05 - The Hero's Return,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/05 - The Hero's Return.flac,..\data\masterDS,..\data\masterDS\05 - The Hero's Return0.flac,full
29492,hombre,Pink Floyd,Pink Floyd - The Final Cut,06 - The Gunner's Dream,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/06 - The Gunner's Dream.flac,..\data\masterDS,..\data\masterDS\06 - The Gunner's Dream0.flac,full
29524,hombre,Pink Floyd,Pink Floyd - The Final Cut,07 - Paranoid Eyes,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/07 - Paranoid Eyes.flac,..\data\masterDS,..\data\masterDS\07 - Paranoid Eyes0.flac,full
29547,hombre,Pink Floyd,Pink Floyd - The Final Cut,08 - Get Your Filthy Hands Off My Desert,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/08 - Get Your Filthy Hands Off My Desert.flac,..\data\masterDS,..\data\masterDS\08 - Get Your Filthy Hands Off My Desert0.flac,full
29555,hombre,Pink Floyd,Pink Floyd - The Final Cut,09 - The Fletcher Memorial Home,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/09 - The Fletcher Memorial Home.flac,..\data\masterDS,..\data\masterDS\09 - The Fletcher Memorial Home0.flac,full
29581,hombre,Pink Floyd,Pink Floyd - The Final Cut,10 - Southampton Dock,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/10 - Southampton Dock.flac,..\data\masterDS,..\data\masterDS\10 - Southampton Dock0.flac,full
29595,hombre,Pink Floyd,Pink Floyd - The Final Cut,11 - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/11 - The Final Cut.flac,..\data\masterDS,..\data\masterDS\11 - The Final Cut0.flac,full
29624,hombre,Pink Floyd,Pink Floyd - The Final Cut,12 - Not Now John,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/12 - Not Now John.flac,..\data\masterDS,..\data\masterDS\12 - Not Now John0.flac,full
29654,hombre,Pink Floyd,Pink Floyd - The Final Cut,13 - Two Suns In The Sunset,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut,/audio/hombre/Pink Floyd/Pink Floyd - The Final Cut/13 - Two Suns In The Sunset.flac,..\data\masterDS,..\data\masterDS\13 - Two Suns In The Sunset0.flac,full
29687,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,01 - Astronomy Domine,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/01 - Astronomy Domine.flac,..\data\masterDS,..\data\masterDS\01 - Astronomy Domine0.flac,full
29713,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,02 - Lucifer Sam,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/02 - Lucifer Sam.flac,..\data\masterDS,..\data\masterDS\02 - Lucifer Sam0.flac,full
29732,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,03 - Matilda Mother,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/03 - Matilda Mother.flac,..\data\masterDS,..\data\masterDS\03 - Matilda Mother0.flac,full
29751,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,04 - Flaming,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/04 - Flaming.flac,..\data\masterDS,..\data\masterDS\04 - Flaming0.flac,full
29768,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,05 - Pow R. Toc H.,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/05 - Pow R. Toc H..flac,..\data\masterDS,..\data\masterDS\05 - Pow R. Toc H.0.flac,full
29795,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,06 - Take Up Thy Stethoscope And Walk,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/06 - Take Up Thy Stethoscope And Walk.flac,..\data\masterDS,..\data\masterDS\06 - Take Up Thy Stethoscope And Walk0.flac,full
29814,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,07 - Interstellar Overdrive,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/07 - Interstellar Overdrive.flac,..\data\masterDS,..\data\masterDS\07 - Interstellar Overdrive0.flac,full
29873,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,08 - The Gnome,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/08 - The Gnome.flac,..\data\masterDS,..\data\masterDS\08 - The Gnome0.flac,full
29887,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,09 - Chapter 24,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/09 - Chapter 24.flac,..\data\masterDS,..\data\masterDS\09 - Chapter 240.flac,full
29910,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,10 - The Scarecrow,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/10 - The Scarecrow.flac,..\data\masterDS,..\data\masterDS\10 - The Scarecrow0.flac,full
29924,hombre,Pink Floyd,Pink Floyd - The Piper at the Gates of Dawn,11 - Bike,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn,/audio/hombre/Pink Floyd/Pink Floyd - The Piper at the Gates of Dawn/11 - Bike.flac,..\data\masterDS,..\data\masterDS\11 - Bike0.flac,full
29945,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,01 - Astronomy Domine [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/01 - Astronomy Domine [mono].flac,..\data\masterDS,..\data\masterDS\01 - Astronomy Domine [mono]0.flac,full
29971,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,02 - Lucifer Sam [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/02 - Lucifer Sam [mono].flac,..\data\masterDS,..\data\masterDS\02 - Lucifer Sam [mono]0.flac,full
29990,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,03 - Matilda Mother [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/03 - Matilda Mother [mono].flac,..\data\masterDS,..\data\masterDS\03 - Matilda Mother [mono]0.flac,full
30009,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,04 - Flaming [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/04 - Flaming [mono].flac,..\data\masterDS,..\data\masterDS\04 - Flaming [mono]0.flac,full
30026,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,05 - Pow R. Toc H. [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/05 - Pow R. Toc H. [mono].flac,..\data\masterDS,..\data\masterDS\05 - Pow R. Toc H. [mono]0.flac,full
30053,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,06 - Take Up Thy Stethoscope And Walk [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/06 - Take Up Thy Stethoscope And Walk [mono].flac,..\data\masterDS,..\data\masterDS\06 - Take Up Thy Stethoscope And Walk [mono]0.flac,full
30072,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,07 - Interstellar Overdrive [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/07 - Interstellar Overdrive [mono].flac,..\data\masterDS,..\data\masterDS\07 - Interstellar Overdrive [mono]0.flac,full
30131,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,08 - The Gnome [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/08 - The Gnome [mono].flac,..\data\masterDS,..\data\masterDS\08 - The Gnome [mono]0.flac,full
30145,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,09 - Chapter 24 [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/09 - Chapter 24 [mono].flac,..\data\masterDS,..\data\masterDS\09 - Chapter 24 [mono]0.flac,full
30169,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,10 - The Scarecrow [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/10 - The Scarecrow [mono].flac,..\data\masterDS,..\data\masterDS\10 - The Scarecrow [mono]0.flac,full
30183,hombre,Pink Floyd,Pink Floyd - The Piper At The Gates Of Dawn 40th,11 - Bike [mono],/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/Pink Floyd - The Piper At The Gates Of Dawn 40th/11 - Bike [mono].flac,..\data\masterDS,..\data\masterDS\11 - Bike [mono]0.flac,full
30204,hombre,Pink Floyd,Pink Floyd - The Wall,01 - Hey You,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/01 - Hey You.flac,..\data\masterDS,..\data\masterDS\01 - Hey You0.flac,full
